Year,State,FAH sales million nominal U.S. dollars without taxes and tips,FAFH sales million nominal U.S. dollars without taxes and tips,Total sales million nominal U.S. dollars without taxes and tips,FAH sales million constant 1988 U.S. dollars without taxes and tips,FAFH sales million constant 1988 U.S. dollars without taxes and tips,Total food sales million constant 1988 U.S. dollars without taxes and tips
2007,Utah,"5,703.72","3,169.60","8,873.33","3,143.57","1,865.54","5,009.12"
2008,Utah,"6,132.85","3,338.81","9,471.66","3,183.68","1,893.12","5,076.80"
2009,Utah,"6,037.60","3,287.86","9,325.46","3,157.21","1,807.90","4,965.11"
2010,Utah,"6,009.18","3,406.20","9,415.38","3,161.32","1,851.25","5,012.58"
2011,Utah,"6,204.55","3,653.78","9,858.33","3,112.04","1,942.22","5,054.25"
2012,Utah,"6,767.61","3,921.04","10,688.66","3,334.29","2,022.41","5,356.70"
2013,Utah,"6,747.38","4,277.64","11,025.02","3,294.83","2,160.83","5,455.65"
2014,Utah,"6,904.71","4,701.56","11,606.27","3,280.08","2,317.70","5,597.78"
2015,Utah,"7,047.39","5,233.65","12,281.05","3,292.67","2,507.91","5,800.58"
2016,Utah,"7,342.54","5,652.93","12,995.47","3,470.41","2,622.74","6,093.15"
2017,Utah,"7,947.65","6,138.13","14,085.78","3,768.07","2,757.47","6,525.54"
2018,Utah,"8,337.65","6,664.53","15,002.17","3,935.77","2,895.31","6,831.08"
2019,Utah,"8,826.49","7,149.59","15,976.08","4,103.98","2,999.39","7,103.37"
2020,Utah,"9,613.97","6,990.44","16,604.41","4,298.71","2,804.17","7,102.88"
2021,Utah,"10,779.68","8,774.60","19,554.28","4,618.50","3,356.24","7,974.74"
2022,Utah,"12,270.78","9,889.64","22,160.42","4,719.17","3,525.87","8,245.05"
2023,Utah,"13,012.06","10,943.00","23,955.06","4,782.91","3,630.89","8,413.80"
1997,Vermont,907.35,519.53,"1,426.88",669.82,411.46,"1,081.27"
1998,Vermont,922.65,537.08,"1,459.73",671.12,414.96,"1,086.08"
1999,Vermont,962.56,559.65,"1,522.21",685.48,420.32,"1,105.80"
2000,Vermont,993.70,594.59,"1,588.29",696.41,437.21,"1,133.62"
2001,Vermont,"1,025.83",633.96,"1,659.79",696.77,452.73,"1,149.49"
2002,Vermont,"1,071.38",651.37,"1,722.75",719.90,453.88,"1,173.78"
2003,Vermont,"1,093.41",665.96,"1,759.37",718.48,454.52,"1,173.00"
2004,Vermont,"1,136.87",706.59,"1,843.46",715.43,469.58,"1,185.01"
2005,Vermont,"1,201.25",726.92,"1,928.17",736.47,469.75,"1,206.22"
2006,Vermont,"1,265.68",761.62,"2,027.30",758.77,474.93,"1,233.70"
2007,Vermont,"1,307.92",771.34,"2,079.26",754.63,461.52,"1,216.15"
2008,Vermont,"1,399.35",784.13,"2,183.48",760.28,449.00,"1,209.28"
2009,Vermont,"1,356.20",770.42,"2,126.62",729.63,426.63,"1,156.25"
2010,Vermont,"1,354.71",808.71,"2,163.41",721.99,440.95,"1,162.95"
2011,Vermont,"1,416.04",852.62,"2,268.66",723.55,453.76,"1,177.31"
2012,Vermont,"1,422.34",905.66,"2,327.99",707.38,469.39,"1,176.77"
2013,Vermont,"1,450.61",974.48,"2,425.08",715.47,496.69,"1,212.16"
2014,Vermont,"1,518.18","1,069.91","2,588.09",736.23,533.58,"1,269.81"
2015,Vermont,"1,535.30","1,177.13","2,712.44",734.40,573.71,"1,308.11"
2016,Vermont,"1,588.70","1,261.42","2,850.13",770.24,598.85,"1,369.10"
2017,Vermont,"1,641.26","1,373.93","3,015.19",794.49,637.27,"1,431.76"
2018,Vermont,"1,714.75","1,435.21","3,149.96",819.96,647.80,"1,467.76"
2019,Vermont,"1,755.12","1,483.35","3,238.47",832.59,650.86,"1,483.46"
2020,Vermont,"1,838.82","1,212.35","3,051.17",843.40,513.39,"1,356.79"
2021,Vermont,"1,951.76","1,542.17","3,493.93",874.66,623.37,"1,498.03"
2022,Vermont,"2,071.17","1,818.04","3,889.21",842.86,687.53,"1,530.39"
2023,Vermont,"2,089.85","1,965.36","4,055.21",811.66,695.48,"1,507.14"
1997,Virginia,"9,726.96","6,657.08","16,384.04","7,234.15","5,111.84","12,345.98"
1998,Virginia,"10,012.96","6,925.02","16,937.98","7,338.18","5,181.07","12,519.25"
1999,Virginia,"10,753.44","7,236.59","17,990.03","7,757.79","5,284.96","13,042.75"
2000,Virginia,"11,509.08","7,912.68","19,421.77","8,085.76","5,650.60","13,736.36"
2001,Virginia,"12,045.53","8,259.26","20,304.79","8,227.43","5,743.94","13,971.37"
2002,Virginia,"12,428.11","8,510.44","20,938.55","8,379.73","5,787.10","14,166.82"
2003,Virginia,"12,850.42","9,065.28","21,915.70","8,481.27","6,020.57","14,501.84"
2004,Virginia,"13,810.48","9,889.16","23,699.64","8,769.16","6,370.70","15,139.86"
2005,Virginia,"14,749.48","10,565.24","25,314.72","9,178.69","6,614.76","15,793.45"
2006,Virginia,"15,785.16","11,307.78","27,092.94","9,636.29","6,868.85","16,505.13"
2007,Virginia,"16,867.61","11,927.09","28,794.70","9,882.61","7,005.73","16,888.34"
2008,Virginia,"17,458.38","12,293.56","29,751.95","9,584.31","6,903.23","16,487.54"
2009,Virginia,"16,934.75","12,122.71","29,057.46","9,226.59","6,568.83","15,795.42"
2010,Virginia,"17,344.51","12,349.84","29,694.35","9,394.54","6,607.68","16,002.22"
2011,Virginia,"18,295.43","13,083.64","31,379.07","9,427.06","6,847.99","16,275.05"
2012,Virginia,"19,633.22","13,737.52","33,370.74","9,850.25","6,997.68","16,847.93"
2013,Virginia,"19,628.34","14,426.67","34,055.01","9,732.14","7,183.81","16,915.96"
2014,Virginia,"20,074.79","15,364.67","35,439.46","9,716.70","7,474.85","17,191.55"
2015,Virginia,"20,216.85","16,794.63","37,011.47","9,685.49","7,928.56","17,614.05"
2016,Virginia,"20,610.09","17,967.59","38,577.68","10,016.18","8,316.09","18,332.27"
2017,Virginia,"21,533.73","19,187.04","40,720.78","10,488.36","8,705.22","19,193.58"
2018,Virginia,"22,031.46","19,981.39","42,012.84","10,698.79","8,878.26","19,577.06"
2019,Virginia,"22,516.02","20,760.06","43,276.08","10,859.36","8,949.12","19,808.48"
2020,Virginia,"24,232.85","18,242.74","42,475.59","11,290.10","7,654.95","18,945.05"
2021,Virginia,"26,130.03","22,525.83","48,655.86","11,769.73","9,100.29","20,870.02"
2022,Virginia,"27,626.62","25,525.24","53,151.86","11,172.53","9,568.48","20,741.01"
2023,Virginia,"28,160.82","27,601.80","55,762.62","10,810.85","9,659.75","20,470.61"
1997,Washington,"8,856.26","5,454.29","14,310.55","6,332.12","4,256.83","10,588.95"
1998,Washington,"9,111.70","5,781.41","14,893.11","6,320.63","4,394.75","10,715.38"
1999,Washington,"9,658.60","6,067.91","15,726.51","6,566.95","4,515.13","11,082.08"
2000,Washington,"10,208.47","6,494.75","16,703.22","6,801.75","4,727.04","11,528.79"
2001,Washington,"10,609.20","6,672.88","17,282.08","6,785.22","4,707.96","11,493.18"
2002,Washington,"10,852.73","6,793.73","17,646.46","6,813.69","4,640.18","11,453.87"
2003,Washington,"11,381.06","7,186.08","18,567.14","6,957.75","4,814.83","11,772.58"
2004,Washington,"12,319.62","7,672.37","19,991.99","7,260.78","4,987.25","12,248.03"
2005,Washington,"13,348.69","8,276.06","21,624.75","7,796.22","5,193.67","12,989.90"
2006,Washington,"14,246.83","8,920.23","23,167.06","8,221.77","5,438.39","13,660.16"
2007,Washington,"15,198.46","9,466.66","24,665.12","8,376.54","5,571.82","13,948.37"
2008,Washington,"16,090.56","9,800.41","25,890.96","8,352.92","5,556.87","13,909.79"
2009,Washington,"15,940.32","9,512.85","25,453.17","8,335.60","5,230.85","13,566.44"
2010,Washington,"16,529.93","9,724.24","26,254.17","8,696.11","5,285.08","13,981.19"
2011,Washington,"17,501.81","10,335.25","27,837.06","8,778.43","5,493.84","14,272.27"
2012,Washington,"19,042.16","10,920.21","29,962.37","9,381.77","5,632.46","15,014.23"
2013,Washington,"19,065.55","11,866.13","30,931.68","9,309.95","5,994.10","15,304.05"
2014,Washington,"19,515.11","13,067.60","32,582.71","9,270.65","6,441.85","15,712.50"
2015,Washington,"19,901.06","14,590.91","34,491.98","9,298.14","6,991.80","16,289.94"
2016,Washington,"19,864.31","15,839.56","35,703.87","9,388.75","7,348.95","16,737.70"
2017,Washington,"21,268.31","17,195.54","38,463.84","10,083.54","7,724.85","17,808.40"
2018,Washington,"22,130.01","18,431.09","40,561.10","10,446.43","8,007.12","18,453.55"
2019,Washington,"23,210.56","19,472.22","42,682.78","10,792.03","8,168.97","18,961.00"
2020,Washington,"25,313.91","16,973.50","42,287.40","11,318.65","6,808.81","18,127.46"
2021,Washington,"28,026.17","21,201.38","49,227.55","12,007.68","8,109.42","20,117.10"
2022,Washington,"30,704.32","25,096.55","55,800.88","11,808.46","8,947.48","20,755.93"
2023,Washington,"30,816.06","27,993.12","58,809.18","11,327.22","9,288.11","20,615.33"
1997,West Virginia,"2,381.91","1,311.81","3,693.72","1,771.48","1,007.31","2,778.79"
1998,West Virginia,"2,332.00","1,376.41","3,708.41","1,709.05","1,029.79","2,738.83"
1999,West Virginia,"2,345.10","1,410.25","3,755.35","1,691.81","1,029.92","2,721.73"
2000,West Virginia,"2,288.62","1,506.15","3,794.77","1,607.88","1,075.57","2,683.45"
2001,West Virginia,"2,301.55","1,576.64","3,878.19","1,572.02","1,096.48","2,668.51"
2002,West Virginia,"2,277.48","1,644.54","3,922.02","1,535.60","1,118.29","2,653.89"
2003,West Virginia,"2,305.01","1,735.23","4,040.24","1,521.30","1,152.43","2,673.73"
2004,West Virginia,"2,444.31","1,819.56","4,263.87","1,552.05","1,172.18","2,724.23"
2005,West Virginia,"2,576.36","1,874.80","4,451.15","1,603.28","1,173.79","2,777.07"
2006,West Virginia,"2,708.16","1,977.68","4,685.83","1,653.23","1,201.33","2,854.56"
2007,West Virginia,"2,812.51","2,023.63","4,836.14","1,647.83","1,188.64","2,836.47"
2008,West Virginia,"3,026.23","2,143.33","5,169.56","1,661.34","1,203.55","2,864.89"
2009,West Virginia,"3,021.14","2,179.74","5,200.88","1,646.01","1,181.12","2,827.13"
2010,West Virginia,"3,184.44","2,274.75","5,459.18","1,724.83","1,217.09","2,941.91"
2011,West Virginia,"3,366.85","2,424.15","5,791.00","1,734.83","1,268.80","3,003.64"
2012,West Virginia,"3,627.27","2,561.60","6,188.87","1,819.85","1,304.84","3,124.69"
2013,West Virginia,"3,674.56","2,644.91","6,319.47","1,821.92","1,317.04","3,138.97"
2014,West Virginia,"3,778.89","2,753.51","6,532.40","1,829.08","1,339.57","3,168.65"
2015,West Virginia,"3,775.47","2,913.83","6,689.31","1,808.75","1,375.59","3,184.34"
2016,West Virginia,"3,862.64","2,995.08","6,857.72","1,877.18","1,386.24","3,263.42"
2017,West Virginia,"3,946.58","3,122.83","7,069.41","1,922.25","1,416.84","3,339.08"
2018,West Virginia,"4,005.53","3,210.26","7,215.79","1,945.14","1,426.41","3,371.55"
2019,West Virginia,"3,998.04","3,349.10","7,347.13","1,928.23","1,443.71","3,371.94"
2020,West Virginia,"4,189.26","3,038.36","7,227.62","1,951.78","1,274.95","3,226.72"
2021,West Virginia,"4,530.70","3,710.21","8,240.91","2,040.76","1,498.90","3,539.66"
2022,West Virginia,"4,448.10","3,936.79","8,384.89","1,798.86","1,475.76","3,274.62"
2023,West Virginia,"4,407.06","4,095.92","8,502.98","1,691.86","1,433.44","3,125.30"
1997,Wisconsin,"7,205.77","4,113.09","11,318.85","5,389.11","3,136.70","8,525.80"
1998,Wisconsin,"7,335.85","4,323.91","11,659.76","5,388.36","3,214.31","8,602.67"
1999,Wisconsin,"7,734.08","4,585.16","12,319.24","5,563.71","3,324.66","8,888.37"
2000,Wisconsin,"8,184.68","4,919.87","13,104.55","5,754.77","3,469.22","9,223.99"
2001,Wisconsin,"8,457.97","5,124.40","13,582.37","5,767.25","3,512.59","9,279.85"
2002,Wisconsin,"8,445.71","5,256.83","13,702.54","5,714.88","3,527.49","9,242.37"
2003,Wisconsin,"8,747.51","5,546.83","14,294.35","5,836.75","3,649.39","9,486.14"
2004,Wisconsin,"9,156.49","5,895.45","15,051.94","5,937.53","3,767.34","9,704.87"
2005,Wisconsin,"9,604.16","6,190.96","15,795.12","6,097.29","3,825.54","9,922.83"
2006,Wisconsin,"9,840.02","6,519.29","16,359.31","6,148.68","3,921.55","10,070.23"
2007,Wisconsin,"10,218.98","6,726.37","16,945.35","6,141.52","3,911.43","10,052.95"
2008,Wisconsin,"10,517.90","6,860.90","17,378.80","5,940.86","3,809.12","9,749.97"
2009,Wisconsin,"10,170.79","6,791.96","16,962.75","5,690.82","3,635.15","9,325.96"
2010,Wisconsin,"10,321.19","6,964.11","17,285.30","5,749.31","3,686.75","9,436.06"
2011,Wisconsin,"10,811.73","7,295.67","18,107.39","5,752.11","3,767.36","9,519.47"
2012,Wisconsin,"11,947.20","7,657.23","19,604.43","6,193.94","3,842.30","10,036.24"
2013,Wisconsin,"12,219.83","8,097.80","20,317.63","6,300.44","3,967.63","10,268.06"
2014,Wisconsin,"12,672.09","8,638.86","21,310.95","6,375.32","4,118.90","10,494.21"
2015,Wisconsin,"12,602.78","9,453.19","22,055.97","6,305.61","4,373.52","10,679.13"
2016,Wisconsin,"12,918.81","10,026.17","22,944.97","6,550.84","4,522.91","11,073.75"
2017,Wisconsin,"13,215.95","10,743.24","23,959.18","6,725.51","4,766.74","11,492.25"
2018,Wisconsin,"13,618.00","11,173.39","24,791.39","6,928.09","4,841.84","11,769.93"
2019,Wisconsin,"13,892.12","11,608.82","25,500.93","7,032.89","4,899.62","11,932.51"
2020,Wisconsin,"14,813.81","10,350.84","25,164.65","7,289.08","4,260.17","11,549.25"
2021,Wisconsin,"15,867.18","12,774.37","28,641.55","7,548.52","5,003.13","12,551.66"
2022,Wisconsin,"16,680.16","14,286.38","30,966.54","7,031.29","5,145.91","12,177.20"
2023,Wisconsin,"17,125.22","15,245.45","32,370.67","6,860.98","5,141.15","12,002.13"
1997,Wyoming,839.20,487.46,"1,326.67",600.02,380.44,980.46
1998,Wyoming,836.12,509.95,"1,346.07",580.00,387.64,967.64
1999,Wyoming,863.38,535.45,"1,398.83",587.02,398.43,985.45
2000,Wyoming,886.56,577.58,"1,464.14",590.70,420.38,"1,011.08"
2001,Wyoming,955.56,587.40,"1,542.95",611.14,414.43,"1,025.57"
2002,Wyoming,967.49,624.61,"1,592.10",607.42,426.62,"1,034.04"
2003,Wyoming,"1,013.58",662.40,"1,675.98",619.65,443.82,"1,063.47"
2004,Wyoming,"1,103.64",714.89,"1,818.53",650.45,464.70,"1,115.14"
2005,Wyoming,"1,176.07",754.55,"1,930.62",686.88,473.52,"1,160.40"
2006,Wyoming,"1,245.39",798.28,"2,043.67",718.71,486.68,"1,205.40"
2007,Wyoming,"1,308.82",841.59,"2,150.41",721.35,495.34,"1,216.69"
2008,Wyoming,"1,347.27",886.17,"2,233.44",699.39,502.46,"1,201.85"
2009,Wyoming,"1,263.79",861.26,"2,125.05",660.87,473.58,"1,134.45"
2010,Wyoming,"1,258.08",881.58,"2,139.66",661.85,479.13,"1,140.99"
2011,Wyoming,"1,270.16",934.83,"2,204.99",637.08,496.92,"1,134.00"
2012,Wyoming,"1,355.23",989.70,"2,344.93",667.70,510.47,"1,178.17"
2013,Wyoming,"1,388.77","1,048.62","2,437.39",678.15,529.70,"1,207.86"
2014,Wyoming,"1,446.48","1,124.29","2,570.77",687.15,554.24,"1,241.38"
2015,Wyoming,"1,479.19","1,230.16","2,709.35",691.11,589.48,"1,280.58"
2016,Wyoming,"1,497.05","1,268.87","2,765.92",707.57,588.71,"1,296.28"
2017,Wyoming,"1,552.87","1,340.61","2,893.48",736.23,602.25,"1,338.48"
2018,Wyoming,"1,602.58","1,404.78","3,007.36",756.50,610.28,"1,366.78"
2019,Wyoming,"1,644.87","1,484.54","3,129.41",764.80,622.79,"1,387.59"
2020,Wyoming,"1,779.59","1,433.19","3,212.77",795.71,574.91,"1,370.62"
2021,Wyoming,"1,938.77","1,822.79","3,761.56",830.66,697.21,"1,527.86"
2022,Wyoming,"2,063.55","1,970.82","4,034.37",793.61,702.64,"1,496.25"
2023,Wyoming,"2,096.65","2,097.28","4,193.93",770.68,695.88,"1,466.55"
